c_of_o_id,plot_number,block_number,area_name,state,owner_name,date_registered,status
C-OF-O-2BB305EF,181,3,Onitsha GRA,Anambra,Gloria Adeyemi,2024-03-22,Verified
C-OF-O-6A694528,4,8,Ikeja GRA,Lagos,David Eze,2023-10-12,Verified
C-OF-O-FE08CAB1,179,1,Victoria Island,Lagos,Mark Obi,2017-10-28,Under Dispute
C-OF-O-AC543389,146,16,Surulere,Lagos,Daniel Akinwale,2016-05-09,Verified
C-OF-O-FA2F4594,3,38,New Haven,Enugu,Gloria Ekwueme,2022-06-14,Verified
C-OF-O-A5C7033A,176,6,Trans-Ekulu,Enugu,Gabriel Nnamani,2011-07-20,Verified
C-OF-O-579D5887,117,32,Amawbia,Anambra,Gloria Oyekan,2020-02-21,Verified
C-OF-O-4A0BB1BC,102,17,Nnewi,Anambra,Charity Ogunleye,2024-09-29,Verified
C-OF-O-5A028605,84,27,Victoria Island,Lagos,Peace Oshodi,2020-10-08,Verified
C-OF-O-5F451BC7,104,9,Trans-Ekulu,Enugu,Comfort Chukwu,2015-08-07,Verified
C-OF-O-A72071C2,172,40,Surulere,Lagos,Agnes Okonkwo,2014-03-21,Verified
C-OF-O-F80699DB,133,25,Enugu-Ukwu,Anambra,Sarah Chukwu,2012-02-10,Verified
C-OF-O-7041DA63,43,28,Trans-Ekulu,Enugu,Benjamin Akinwale,2011-08-12,Verified
C-OF-O-0935D5D4,36,10,Onitsha GRA,Anambra,John Eze,2013-06-04,Verified
C-OF-O-E0F63FE8,185,15,Nnewi,Anambra,Peace Balogun,2020-01-06,Verified
C-OF-O-10ABA668,101,26,Uwani,Enugu,Gabriel Oshodi,2020-06-14,Verified
C-OF-O-B1615F0B,105,34,Trans-Ekulu,Enugu,Sarah Akinwale,2017-02-06,Verified
C-OF-O-29D1E228,86,30,Surulere,Lagos,Samuel Akinwale,2021-07-10,Verified
C-OF-O-20B5672E,102,45,Surulere,Lagos,Deborah Obasanjo,2024-04-16,Verified
C-OF-O-545A146D,11,45,Nnewi,Anambra,Blessing Obasanjo,2017-05-02,Verified
C-OF-O-E4458D32,76,11,Nnewi,Anambra,Angela Oshodi,2014-07-22,Verified
C-OF-O-74330D31,62,25,Amawbia,Anambra,Andrew Ekwueme,2014-02-14,Verified
C-OF-O-B530ABF0,3,3,Victoria Island,Lagos,Mary Eze,2018-03-11,Verified
C-OF-O-AF9D47A2,164,20,Nnewi,Anambra,Ruth Okafor,2014-10-17,Verified
C-OF-O-831B8E2B,55,25,Onitsha GRA,Anambra,Nathaniel Oyekan,2016-07-01,Verified
C-OF-O-F64EA0C5,132,21,Ikeja GRA,Lagos,Simon Ogunleye,2021-01-27,Verified
C-OF-O-BDBEBA16,63,15,Ikoyi,Lagos,Grace Obi,2016-07-02,Verified
C-OF-O-06AE3D21,39,36,Nnewi,Anambra,Gloria Uche,2012-10-07,Verified
C-OF-O-7547845A,84,15,Nnewi,Anambra,Gabriel Abiola,2021-07-16,Verified
C-OF-O-77BA2248,105,49,New Haven,Enugu,Esther Okonkwo,2011-07-27,Verified
C-OF-O-43E93263,89,46,Uwani,Enugu,Juliet Ekwueme,2015-02-05,Verified
C-OF-O-DA0032FD,189,19,Onitsha GRA,Anambra,Andrew Uche,2019-10-10,Verified
C-OF-O-1B707DED,66,45,Ikoyi,Lagos,Gabriel Oyekan,2019-10-04,Verified
C-OF-O-B5E06BD1,49,17,Amawbia,Anambra,Juliet Nnamani,2019-07-12,Verified
C-OF-O-382732C9,114,13,Ikeja GRA,Lagos,Emmanuel Abiola,2021-11-30,Verified
C-OF-O-CDF5D807,3,43,GRA,Enugu,Stephen Adeyemi,2011-03-24,Verified
C-OF-O-1F4544B7,82,20,Surulere,Lagos,Mark Ojo,2013-02-17,Verified
C-OF-O-13637E50,92,24,Surulere,Lagos,Daniel Chukwu,2011-05-19,Verified
C-OF-O-C988F642,70,3,Victoria Island,Lagos,Deborah Okafor,2023-06-05,Verified
C-OF-O-97B4F2E9,48,47,Surulere,Lagos,David Adeyemi,2013-08-12,Verified
C-OF-O-04D9FCF8,190,5,Amawbia,Anambra,David Obi,2012-07-14,Verified
C-OF-O-77E91AA8,152,16,Uwani,Enugu,Simon Uche,2018-08-14,Verified
C-OF-O-BA16FEC0,30,47,New Haven,Enugu,Joy Adetokunbo,2014-06-18,Verified
C-OF-O-79DB1A2A,192,23,Ikeja GRA,Lagos,Agnes Adeyemi,2017-09-14,Verified
C-OF-O-5C323FB0,21,30,Enugu-Ukwu,Anambra,Angela Adetokunbo,2016-06-04,Verified
C-OF-O-0C357443,138,32,Amawbia,Anambra,Angela Ogunleye,2020-01-31,Verified
C-OF-O-589C1CB2,45,24,New Haven,Enugu,Charity Obasanjo,2010-12-11,Verified
C-OF-O-AEA476C9,5,4,Amawbia,Anambra,Emmanuel Oshodi,2019-09-16,Verified
C-OF-O-24439513,70,38,Enugu-Ukwu,Anambra,James Balogun,2018-11-25,Verified
C-OF-O-B6B8616F,145,24,Nnewi,Anambra,Michael Okafor,2011-04-29,Verified
C-OF-O-4A4B403D,20,24,Onitsha GRA,Anambra,Joy Ojo,2019-11-26,Verified
C-OF-O-F3289FF1,82,41,Enugu-Ukwu,Anambra,Deborah Eze,2024-04-26,Revoked
C-OF-O-24FF1375,18,37,Surulere,Lagos,Elizabeth Olawale,2020-09-11,Verified
C-OF-O-EE7585F3,101,7,GRA,Enugu,Andrew Okafor,2021-06-04,Verified
C-OF-O-5288FB1A,77,20,Trans-Ekulu,Enugu,Faith Oshodi,2017-02-26,Verified
C-OF-O-DA0A1DD4,26,13,New Haven,Enugu,Stephen Obasanjo,2016-08-02,Verified
C-OF-O-E0D06E99,110,30,GRA,Enugu,Grace Oyekan,2011-03-13,Verified
C-OF-O-DEA01AEF,155,27,Amawbia,Anambra,Patience Akinwale,2022-06-20,Verified
C-OF-O-8954FB28,33,48,Trans-Ekulu,Enugu,Esther Ibrahim,2014-06-30,Verified
C-OF-O-0D2AE3F0,67,29,Nnewi,Anambra,Juliet Adeyemi,2016-08-01,Verified
C-OF-O-5336FB05,147,24,Surulere,Lagos,Michael Okonkwo,2018-07-10,Verified
C-OF-O-959769B9,58,3,Enugu-Ukwu,Anambra,Paul Oyekan,2017-09-07,Revoked
C-OF-O-7DF95816,180,36,GRA,Enugu,Gloria Eze,2012-10-04,Verified
C-OF-O-D0EEC26A,135,46,Uwani,Enugu,Faith Abiola,2011-10-29,Verified
C-OF-O-1FAAC205,22,23,Victoria Island,Lagos,Elizabeth Adetokunbo,2022-02-05,Verified
C-OF-O-BFC94C2D,47,25,Onitsha GRA,Anambra,Cornelius Abiola,2014-10-02,Verified
C-OF-O-6A4D76E6,160,44,GRA,Enugu,Michael Eze,2019-08-14,Verified
C-OF-O-B0D61B6F,181,8,Uwani,Enugu,Gloria Oshodi,2015-08-22,Verified
C-OF-O-BC486714,45,32,Onitsha GRA,Anambra,Elizabeth Oyekan,2013-10-19,Verified
C-OF-O-30F3E193,195,37,Victoria Island,Lagos,Paul Abiola,2011-10-21,Verified
C-OF-O-5573086E,114,6,Surulere,Lagos,Comfort Okonkwo,2019-08-12,Verified
C-OF-O-3C11176E,49,32,Onitsha GRA,Anambra,Philip Adeyemi,2023-01-25,Verified
C-OF-O-A3143D76,162,48,Nnewi,Anambra,Philip Balogun,2015-12-05,Verified
C-OF-O-4BF93874,187,43,Ikoyi,Lagos,Faith Eze,2017-12-24,Verified
C-OF-O-072DB25B,24,27,New Haven,Enugu,Andrew Okonkwo,2018-07-18,Verified
C-OF-O-44E70FCC,198,22,Ikeja GRA,Lagos,Mary Ojo,2015-08-03,Verified
C-OF-O-9D3D33F9,192,23,Enugu-Ukwu,Anambra,David Balogun,2020-05-12,Verified
C-OF-O-8D3735BF,87,30,Enugu-Ukwu,Anambra,Faith Oyekan,2015-10-31,Verified
C-OF-O-353DAD85,56,13,Onitsha GRA,Anambra,Peter Obasanjo,2022-05-28,Verified
C-OF-O-76D3BDFA,151,27,Nnewi,Anambra,Emmanuel Balogun,2018-03-10,Verified
C-OF-O-32C0AB8F,46,30,Uwani,Enugu,Elizabeth Balogun,2012-02-07,Verified
C-OF-O-0F73427A,191,9,Amawbia,Anambra,Peace Olawale,2018-01-13,Verified
C-OF-O-526E3417,178,50,Trans-Ekulu,Enugu,Andrew Olawale,2019-08-11,Verified
C-OF-O-A77DB052,70,4,Victoria Island,Lagos,Patience Eze,2018-12-15,Verified
C-OF-O-13299741,71,1,Nnewi,Anambra,John Olawale,2019-11-21,Verified
C-OF-O-CF7EDD17,89,43,Surulere,Lagos,Gabriel Okonkwo,2010-12-15,Verified
C-OF-O-365B9CAF,196,16,Ikeja GRA,Lagos,Patience Eze,2014-04-23,Verified
C-OF-O-FBBFAD62,9,28,Ikoyi,Lagos,Mark Nnamani,2013-12-13,Verified
C-OF-O-0AABFD10,111,26,Surulere,Lagos,Daniel Uche,2021-07-01,Verified
C-OF-O-1D6C6EC4,146,26,Nnewi,Anambra,Philip Adetokunbo,2018-06-07,Verified
C-OF-O-15CE4956,37,40,GRA,Enugu,Joy Okafor,2022-09-27,Verified
C-OF-O-F0BC3152,145,5,Enugu-Ukwu,Anambra,Emmanuel Obasanjo,2017-11-05,Verified
C-OF-O-20332569,181,6,Amawbia,Anambra,Comfort Akinwale,2022-08-25,Verified
C-OF-O-ED853222,84,25,Surulere,Lagos,Juliet Adetokunbo,2022-06-09,Verified
C-OF-O-FDEC32AD,154,10,New Haven,Enugu,Simon Ibrahim,2020-07-07,Verified
C-OF-O-F2D7B4E3,154,41,Ikeja GRA,Lagos,Agnes Abiola,2013-06-28,Verified
C-OF-O-2360F1EE,132,8,Ikeja GRA,Lagos,Blessing Chukwu,2011-01-28,Verified
C-OF-O-E9628974,45,4,Enugu-Ukwu,Anambra,Hope Nnamani,2014-03-30,Verified
C-OF-O-B2A5021B,142,28,New Haven,Enugu,Joshua Okonkwo,2023-11-06,Verified
C-OF-O-FD758900,110,29,Ikoyi,Lagos,Paul Okonkwo,2016-01-19,Verified
C-OF-O-1ADB4E23,171,34,GRA,Enugu,Faith Oshodi,2013-04-01,Verified
C-OF-O-17985516,7,9,Amawbia,Anambra,Cornelius Ibrahim,2015-05-15,Verified
C-OF-O-92C4B1F1,170,13,Amawbia,Anambra,Joy Ekwueme,2016-04-14,Verified
C-OF-O-7656BF22,16,20,Enugu-Ukwu,Anambra,Cornelius Akinwale,2022-05-10,Verified
C-OF-O-E9D00379,173,31,Onitsha GRA,Anambra,Paul Ibrahim,2014-09-21,Verified
C-OF-O-1907E531,199,15,GRA,Enugu,David Adeyemi,2020-04-06,Verified
C-OF-O-95DD774D,5,44,Uwani,Enugu,Paul Okonkwo,2022-04-06,Verified
C-OF-O-72660E03,115,40,Ikoyi,Lagos,Gloria Okonkwo,2013-01-21,Verified
C-OF-O-DDDD18E0,64,16,Victoria Island,Lagos,Ruth Adetokunbo,2012-06-12,Verified
C-OF-O-0C9266FA,132,21,Ikeja GRA,Lagos,Agnes Akinwale,2018-10-31,Verified
C-OF-O-F30AF018,88,10,Uwani,Enugu,Juliet Okonkwo,2022-04-05,Verified
C-OF-O-7BA934C8,117,44,Enugu-Ukwu,Anambra,Faith Chukwu,2022-11-11,Verified
C-OF-O-C59151AF,44,45,New Haven,Enugu,Deborah Obi,2019-06-02,Verified
C-OF-O-9CACE643,74,23,Ikoyi,Lagos,David Obasanjo,2011-11-19,Verified
C-OF-O-B5277D0D,41,28,GRA,Enugu,Peter Adetokunbo,2014-08-26,Verified
C-OF-O-4FCFB266,142,49,Ikoyi,Lagos,Andrew Uche,2018-10-05,Verified
C-OF-O-A9FCAFEB,116,32,Enugu-Ukwu,Anambra,Sarah Akinwale,2021-08-11,Verified
C-OF-O-89E4D42A,44,2,Victoria Island,Lagos,Daniel Obasanjo,2019-07-18,Verified
C-OF-O-4E70B4BB,129,16,Enugu-Ukwu,Anambra,Cornelius Balogun,2011-10-04,Verified
C-OF-O-3A5A34DB,83,24,Ikoyi,Lagos,Samuel Ogunleye,2011-09-26,Verified
C-OF-O-361C070A,102,32,Trans-Ekulu,Enugu,Paul Chukwu,2015-08-10,Verified
C-OF-O-A1B2B996,171,2,Onitsha GRA,Anambra,Agnes Akinwale,2013-02-23,Verified
C-OF-O-C0A5758F,65,33,Nnewi,Anambra,Comfort Oyekan,2020-03-10,Verified
C-OF-O-27B7081F,172,41,New Haven,Enugu,Nathaniel Okafor,2020-06-26,Verified
C-OF-O-9B096A44,60,13,Enugu-Ukwu,Anambra,Angela Olawale,2011-11-11,Verified
C-OF-O-164C9767,135,9,Uwani,Enugu,Emmanuel Abiola,2016-01-08,Verified
C-OF-O-A7C1C147,42,16,Ikoyi,Lagos,Agnes Ibrahim,2023-10-20,Verified
C-OF-O-1DE37121,164,22,Victoria Island,Lagos,Hope Eze,2022-11-24,Verified
C-OF-O-4BAC98A5,113,41,Uwani,Enugu,Juliet Balogun,2012-02-17,Verified
C-OF-O-7B7AE4C3,22,29,Ikeja GRA,Lagos,Blessing Akinwale,2018-06-11,Verified
C-OF-O-6FA984C0,129,15,Nnewi,Anambra,Paul Obasanjo,2016-09-24,Verified
C-OF-O-BB70C455,65,39,Ikoyi,Lagos,Emmanuel Okafor,2010-12-11,Verified
C-OF-O-FDF6CF01,190,21,New Haven,Enugu,Philip Obasanjo,2021-11-04,Verified
C-OF-O-00FBF69D,163,8,Nnewi,Anambra,Patience Ibrahim,2011-05-21,Verified
C-OF-O-F44B321B,113,6,Victoria Island,Lagos,Joy Okafor,2022-11-01,Verified
C-OF-O-1903C4CF,174,18,GRA,Enugu,Cornelius Adetokunbo,2022-08-16,Verified
C-OF-O-43AFBFCC,59,4,Surulere,Lagos,Faith Uche,2020-02-12,Verified
C-OF-O-D6371B70,186,28,Ikoyi,Lagos,David Okafor,2020-12-28,Verified
C-OF-O-77BE5B6C,124,41,Ikeja GRA,Lagos,James Oyekan,2013-12-26,Verified
C-OF-O-25C33984,28,18,Enugu-Ukwu,Anambra,Deborah Nnamani,2024-05-10,Verified
C-OF-O-85FD7495,71,22,Amawbia,Anambra,Patience Uche,2017-08-17,Verified
C-OF-O-0126920E,55,15,New Haven,Enugu,Gloria Obi,2024-07-07,Verified
C-OF-O-9EEC90D4,144,35,Victoria Island,Lagos,Daniel Ekwueme,2022-05-27,Verified
C-OF-O-A6AEDF42,60,30,Enugu-Ukwu,Anambra,Peace Obi,2015-05-24,Verified
C-OF-O-B2406040,171,50,Trans-Ekulu,Enugu,Grace Oyekan,2016-03-14,Verified
C-OF-O-16CB2829,183,3,Surulere,Lagos,Peace Akinwale,2018-09-12,Verified
C-OF-O-3921EC95,35,17,New Haven,Enugu,Angela Okonkwo,2024-02-17,Verified
C-OF-O-7995AE9A,32,44,Ikeja GRA,Lagos,Emmanuel Chukwu,2013-06-23,Verified
C-OF-O-5B8CC88C,141,1,New Haven,Enugu,Stephen Akinwale,2023-06-01,Verified
C-OF-O-55B5FA49,134,21,GRA,Enugu,John Balogun,2016-03-01,Verified
C-OF-O-601D863E,58,29,Surulere,Lagos,Elizabeth Eze,2020-05-09,Verified
C-OF-O-A7E5475F,195,12,Victoria Island,Lagos,John Ibrahim,2023-11-14,Verified
C-OF-O-440BFE39,79,11,New Haven,Enugu,Daniel Chukwu,2024-07-11,Verified
C-OF-O-282092A6,200,29,Onitsha GRA,Anambra,Ruth Balogun,2012-03-21,Verified
C-OF-O-355A700D,140,20,Surulere,Lagos,Daniel Okafor,2019-07-29,Verified
C-OF-O-FB3CF40C,52,19,Surulere,Lagos,Comfort Oyekan,2022-09-18,Verified
C-OF-O-B43FB739,169,42,Uwani,Enugu,Peace Eze,2012-11-20,Verified
C-OF-O-3CACE7BB,112,30,Enugu-Ukwu,Anambra,Peter Oyekan,2022-09-10,Under Dispute
C-OF-O-87EEADE7,104,28,New Haven,Enugu,Benjamin Olawale,2019-04-06,Verified
C-OF-O-8FBA668C,61,3,Victoria Island,Lagos,Mark Oyekan,2014-03-11,Verified
C-OF-O-3192C33A,1,32,Uwani,Enugu,David Akinwale,2020-05-04,Verified
C-OF-O-13247F55,18,29,Nnewi,Anambra,David Adetokunbo,2015-03-18,Verified
C-OF-O-28BB8769,62,11,Uwani,Enugu,Daniel Nnamani,2011-09-15,Verified
C-OF-O-6E9C889E,35,35,Victoria Island,Lagos,Peter Chukwu,2023-05-29,Verified
C-OF-O-946DB6AE,55,27,Trans-Ekulu,Enugu,Stephen Oyekan,2012-02-05,Verified
C-OF-O-3EEE1723,85,8,Ikoyi,Lagos,Patience Ojo,2013-04-18,Verified
C-OF-O-14D02200,155,7,Uwani,Enugu,Daniel Ibrahim,2020-01-12,Verified
C-OF-O-2B8DB8E0,172,15,Ikeja GRA,Lagos,Faith Akinwale,2020-12-18,Verified
C-OF-O-DF8C7C62,135,44,New Haven,Enugu,Mary Okonkwo,2013-05-27,Verified
C-OF-O-8EC2407B,72,17,Enugu-Ukwu,Anambra,Simon Adetokunbo,2021-06-13,Verified
C-OF-O-D961CC7C,110,47,Amawbia,Anambra,Simon Balogun,2022-10-26,Verified
C-OF-O-5E9E160A,58,6,Amawbia,Anambra,Gloria Obasanjo,2022-11-07,Verified
C-OF-O-CFDF9A6A,126,47,Surulere,Lagos,Simon Ojo,2015-04-06,Verified
C-OF-O-BBC9489F,93,29,Nnewi,Anambra,John Adeyemi,2018-03-18,Verified
C-OF-O-097AE01E,47,43,Trans-Ekulu,Enugu,Juliet Adetokunbo,2014-03-05,Verified
C-OF-O-E4967355,60,8,Onitsha GRA,Anambra,Joseph Olawale,2020-11-03,Verified
C-OF-O-CB3405B7,73,38,Nnewi,Anambra,Andrew Uche,2012-01-18,Verified
C-OF-O-34C30517,75,33,New Haven,Enugu,Victoria Balogun,2015-11-21,Verified
C-OF-O-128E9D6C,164,19,Surulere,Lagos,Daniel Nnamani,2022-10-09,Verified
C-OF-O-2DF60E69,124,50,Onitsha GRA,Anambra,Angela Uche,2023-09-16,Verified
C-OF-O-8AC78BC0,179,50,Ikeja GRA,Lagos,Faith Ibrahim,2017-11-02,Verified
C-OF-O-34719AC5,78,12,Onitsha GRA,Anambra,Victoria Nnamani,2022-10-29,Verified
C-OF-O-5FC2EB07,8,15,Ikoyi,Lagos,Stephen Nnamani,2018-02-27,Verified
C-OF-O-21D30C33,194,39,Amawbia,Anambra,Patience Ogunleye,2023-03-14,Verified
C-OF-O-D74B754E,59,26,Ikeja GRA,Lagos,Mark Nnamani,2016-04-19,Verified
C-OF-O-B2CC4896,72,13,Enugu-Ukwu,Anambra,Philip Oyekan,2018-04-11,Verified
C-OF-O-E752B72D,79,49,Onitsha GRA,Anambra,Juliet Ogunleye,2011-06-04,Verified
C-OF-O-BA4E274C,10,48,Ikeja GRA,Lagos,Mark Ibrahim,2022-01-19,Verified
C-OF-O-88AB5FAE,134,13,Nnewi,Anambra,Blessing Oyekan,2024-06-01,Verified
C-OF-O-77C9E74D,23,40,Uwani,Enugu,Joy Olawale,2022-10-03,Verified
C-OF-O-6165FC92,59,29,Ikeja GRA,Lagos,Mark Oshodi,2012-09-11,Verified
C-OF-O-CCD4D7E6,186,23,Ikoyi,Lagos,Juliet Obi,2022-11-24,Verified
C-OF-O-B256FF27,113,22,Ikoyi,Lagos,Stephen Balogun,2020-12-16,Verified
C-OF-O-464CAC1A,157,20,Onitsha GRA,Anambra,David Adetokunbo,2019-03-12,Verified
C-OF-O-477F6E5C,55,39,Ikoyi,Lagos,Esther Okonkwo,2019-03-18,Verified
C-OF-O-47CA8718,173,24,GRA,Enugu,Andrew Balogun,2014-04-04,Verified
C-OF-O-4603668E,100,42,Nnewi,Anambra,Faith Abiola,2016-03-29,Verified
C-OF-O-CFA66C40,123,38,Enugu-Ukwu,Anambra,Patience Adeyemi,2023-06-06,Verified
C-OF-O-9651454D,145,28,Onitsha GRA,Anambra,Michael Ogunleye,2024-05-15,Verified
C-OF-O-BF5338AB,8,50,New Haven,Enugu,Patience Balogun,2018-10-09,Verified
C-OF-O-557A84FE,28,47,Amawbia,Anambra,Grace Akinwale,2018-02-19,Verified
C-OF-O-D71A24FC,73,19,Victoria Island,Lagos,Gloria Adeyemi,2012-10-04,Verified
C-OF-O-39107BA9,11,1,Surulere,Lagos,Emmanuel Uche,2017-02-06,Verified
C-OF-O-555E90BA,200,18,Victoria Island,Lagos,Blessing Adeyemi,2017-09-13,Verified
C-OF-O-2AAFFBAA,147,43,Uwani,Enugu,Joshua Adetokunbo,2019-01-22,Verified
C-OF-O-8DC8B6FB,24,18,Ikeja GRA,Lagos,Comfort Obi,2011-05-12,Verified
C-OF-O-25DFD281,35,50,Amawbia,Anambra,Samuel Okafor,2020-01-15,Verified
C-OF-O-70CDE2A6,118,50,Onitsha GRA,Anambra,Faith Uche,2019-02-28,Verified
C-OF-O-4CF3080E,41,16,New Haven,Enugu,Cornelius Oshodi,2010-10-30,Verified
C-OF-O-4A2964EB,174,15,Victoria Island,Lagos,Elizabeth Adeyemi,2021-08-29,Verified
C-OF-O-8DC07E24,159,20,Victoria Island,Lagos,Sarah Obasanjo,2018-05-31,Verified
C-OF-O-1F91869E,146,16,Onitsha GRA,Anambra,Simon Chukwu,2024-02-04,Verified
C-OF-O-0CD56B19,26,3,Amawbia,Anambra,Joshua Oyekan,2014-09-30,Verified
C-OF-O-CD4048C8,170,2,New Haven,Enugu,Cornelius Obi,2016-02-19,Verified
C-OF-O-69E8F5A7,116,40,GRA,Enugu,Mark Ibrahim,2017-05-28,Verified
C-OF-O-0D9F451E,148,34,Ikeja GRA,Lagos,Sarah Adeyemi,2019-07-22,Verified
C-OF-O-D9EBC6A7,198,28,New Haven,Enugu,Stephen Okonkwo,2019-12-24,Verified
C-OF-O-9D384F5A,176,22,New Haven,Enugu,Joseph Akinwale,2022-02-26,Verified
C-OF-O-AFE89C11,173,45,Ikeja GRA,Lagos,Charity Ogunleye,2023-04-27,Verified
C-OF-O-CFF3250A,104,30,Enugu-Ukwu,Anambra,Joshua Ekwueme,2016-02-24,Verified
C-OF-O-2E57C437,77,30,Ikoyi,Lagos,Deborah Chukwu,2019-02-04,Verified
C-OF-O-29F067D0,155,17,GRA,Enugu,Grace Ojo,2015-08-04,Verified
C-OF-O-21872C36,138,1,Nnewi,Anambra,Esther Ekwueme,2021-11-18,Verified
C-OF-O-155CCC03,156,23,Enugu-Ukwu,Anambra,James Chukwu,2020-02-23,Verified
C-OF-O-02C0793F,176,45,Nnewi,Anambra,Joseph Okonkwo,2023-02-17,Verified
C-OF-O-44E8D695,60,7,GRA,Enugu,Andrew Olawale,2014-03-24,Verified
C-OF-O-B019A55B,198,3,Surulere,Lagos,Deborah Obasanjo,2021-10-05,Verified
C-OF-O-D7970E77,154,30,Ikeja GRA,Lagos,Joshua Nnamani,2017-10-18,Verified
C-OF-O-0F3CCE36,178,27,Amawbia,Anambra,Grace Balogun,2014-11-16,Verified
C-OF-O-91511940,157,8,GRA,Enugu,David Ekwueme,2017-03-30,Verified
C-OF-O-38597B54,116,50,Victoria Island,Lagos,Andrew Chukwu,2016-01-24,Verified
C-OF-O-3652C4F7,193,45,Uwani,Enugu,Emmanuel Uche,2018-11-05,Verified
C-OF-O-1044AC79,117,13,Onitsha GRA,Anambra,Emmanuel Okonkwo,2018-08-10,Verified
C-OF-O-4C2CA333,168,18,Ikoyi,Lagos,Victoria Adeyemi,2015-01-07,Verified
C-OF-O-0E02E435,67,4,GRA,Enugu,Sarah Obi,2014-10-21,Verified
C-OF-O-3D7FC633,129,8,Victoria Island,Lagos,Victoria Nnamani,2021-07-06,Verified
C-OF-O-142413EF,159,40,Enugu-Ukwu,Anambra,Elizabeth Balogun,2022-05-04,Verified
C-OF-O-3EDA7600,19,17,Victoria Island,Lagos,Daniel Abiola,2017-07-04,Verified
C-OF-O-1417EDED,37,28,GRA,Enugu,Patience Adeyemi,2023-05-10,Verified
C-OF-O-0AC67F45,127,45,Enugu-Ukwu,Anambra,Philip Olawale,2014-07-01,Verified
C-OF-O-4CE9D34A,91,40,GRA,Enugu,Samuel Ibrahim,2015-09-09,Verified
C-OF-O-A683277D,186,30,Nnewi,Anambra,Grace Okonkwo,2024-02-09,Verified
C-OF-O-FA7E7532,90,48,Amawbia,Anambra,Joy Akinwale,2016-05-27,Revoked
C-OF-O-A8D59387,131,25,New Haven,Enugu,Peace Olawale,2024-05-08,Verified
C-OF-O-26320871,152,39,Enugu-Ukwu,Anambra,Andrew Chukwu,2017-01-05,Verified
C-OF-O-444C3AFB,147,25,Uwani,Enugu,Nathaniel Olawale,2013-10-06,Verified
C-OF-O-F2B71998,6,23,Uwani,Enugu,Peace Akinwale,2021-03-18,Verified
C-OF-O-7A2E37FD,134,45,Ikeja GRA,Lagos,Daniel Akinwale,2020-12-14,Verified
C-OF-O-2513D532,50,3,Uwani,Enugu,Joseph Adetokunbo,2012-08-01,Verified
C-OF-O-68A3F61E,95,43,New Haven,Enugu,David Ibrahim,2011-10-06,Verified
C-OF-O-13861B97,168,20,Ikeja GRA,Lagos,Paul Balogun,2023-02-11,Verified
C-OF-O-9CF6B429,130,27,Ikoyi,Lagos,Michael Ibrahim,2014-06-05,Verified
C-OF-O-42C8C88D,157,40,Onitsha GRA,Anambra,Sarah Okafor,2014-05-12,Verified
C-OF-O-0868E4D8,64,29,Onitsha GRA,Anambra,Mark Ekwueme,2014-02-12,Verified
C-OF-O-E686633A,38,32,GRA,Enugu,David Okonkwo,2014-06-03,Verified
C-OF-O-8137E102,71,44,New Haven,Enugu,Samuel Akinwale,2012-03-25,Verified
C-OF-O-AA19A86A,72,30,Onitsha GRA,Anambra,Hope Nnamani,2020-02-05,Verified
C-OF-O-98E21257,12,4,Onitsha GRA,Anambra,Charity Balogun,2011-05-09,Verified
C-OF-O-11E60BCA,173,29,Uwani,Enugu,Peace Ekwueme,2012-06-14,Verified
C-OF-O-DA7C3108,26,34,GRA,Enugu,Benjamin Uche,2019-12-20,Verified
C-OF-O-44C4BBFA,104,32,Enugu-Ukwu,Anambra,Blessing Oshodi,2015-10-30,Verified
C-OF-O-CFB391CF,143,15,GRA,Enugu,Grace Okonkwo,2012-10-04,Verified
C-OF-O-97F6B862,28,50,Amawbia,Anambra,Daniel Eze,2024-08-28,Verified
C-OF-O-A89E6024,148,47,Amawbia,Anambra,Sarah Ibrahim,2022-08-26,Verified
C-OF-O-C3ECE15D,163,28,Victoria Island,Lagos,Mary Oyekan,2019-11-03,Verified
C-OF-O-F31420F4,44,45,New Haven,Enugu,Grace Adeyemi,2012-10-25,Verified
C-OF-O-99A6B058,62,41,New Haven,Enugu,Victoria Oshodi,2021-09-15,Verified
C-OF-O-D75713B9,164,15,GRA,Enugu,Hope Abiola,2019-03-20,Verified
C-OF-O-2FD883FC,186,27,Nnewi,Anambra,Comfort Ogunleye,2022-09-21,Verified
C-OF-O-13D5F28E,86,48,Uwani,Enugu,Hope Oshodi,2011-01-20,Verified
C-OF-O-2F6FB848,186,25,Uwani,Enugu,Elizabeth Akinwale,2022-06-13,Verified
C-OF-O-3F3E0918,115,43,Surulere,Lagos,David Oyekan,2019-01-22,Verified
C-OF-O-929992D7,192,28,Ikeja GRA,Lagos,Peter Uche,2011-08-11,Verified
C-OF-O-4E54C1CC,23,28,GRA,Enugu,Deborah Ibrahim,2024-09-09,Verified
C-OF-O-E8E596CE,27,4,Ikoyi,Lagos,Peter Uche,2020-02-14,Verified
C-OF-O-547446C3,150,46,Surulere,Lagos,Hope Balogun,2017-06-19,Verified
C-OF-O-85F63891,156,14,Trans-Ekulu,Enugu,Hope Adeyemi,2019-04-04,Verified
C-OF-O-37E2D9F1,106,39,Nnewi,Anambra,Daniel Akinwale,2014-12-23,Verified
C-OF-O-8BEE3CD9,130,25,New Haven,Enugu,David Adetokunbo,2022-04-26,Verified
